Timestamp,Parking_Lot_ID,Location_Type,Total_Slots,Occupied_Slots,Available_Slots,Occupancy_Rate,Vehicle_Count,Entry_Count,Exit_Count,Vehicle_Type,Traffic_Level,Congestion_Status,Parking_Status,Weather,Temperature,Day_Type,Hour,Revenue,Peak_Hour
2026-02-26 17:36:00,PL001,Mall,420,274,146,65.24,318,2,71,Car,High,1,0,Cloudy,9.5,Weekday,17,"$1,145.49",1
2025-05-30 11:46:00,PL003,Hospital,260,142,118,54.62,170,14,22,Truck,Medium,0,0,Rainy,15.4,Weekday,11,$326.78,0
2026-05-16 01:27:00,PL002,Office,320,39,281,12.19,59,12,15,Car,Low,0,0,Cloudy,16.9,Weekend,1,$103.87,0
2025-11-23 08:53:00,PL012,Residential,90,41,49,45.56,53,20,6,Car,Medium,1,0,Sunny,20.6,Weekend,8,$73.10,1
2025-10-08 09:34:00,PL008,Office,220,156,64,70.91,192,38,17,EV,Medium,1,0,Sunny,18.1,Weekday,9,$506.12,1
2025-11-18 04:17:00,PL003,Hospital,260,132,128,50.77,150,16,8,EV,Medium,0,0,Sunny,20.9,Weekday,4,$330.05,0
2025-10-16 12:42:00,PL002,Office,320,220,100,68.75,250,25,38,Car,Medium,0,0,Rainy,14,Weekday,12,$579.62,0
2025-10-03 17:16:00,PL010,Railway_Station,260,158,102,60.77,202,15,42,Car,Medium,0,0,Foggy,15.1,Weekday,17,$498.17,1
2025-10-20 07:20:00,PL002,Office,320,225,95,70.31,268,52,15,Truck,High,0,0,Cloudy,15.4,Weekday,7,$724.37,1
2025-12-22 16:30:00,PL012,Residential,90,45,45,50,53,4,5,Car,Medium,0,0,Sunny,8.8,Weekday,16,$80.35,0
2025-08-23 22:21:00,PL003,Hospital,260,132,128,50.77,145,7,14,EV,Medium,1,0,Sunny,29.7,Weekend,22,$312.05,0
2026-01-24 19:04:00,PL001,Mall,420,389,31,92.62,466,17,96,Car,High,1,1,Rainy,7.3,Weekend,19,"$1,778.05",1
2025-09-20 19:10:00,PL008,Office,220,62,158,28.18,81,7,25,Car,Low,1,0,Foggy,16.1,Weekend,19,$225.83,1
2025-05-31 05:31:00,PL007,Mall,300,197,103,65.67,211,9,24,Car,Medium,0,0,Sunny,19,Weekend,5,$690.59,0
2025-08-30 19:55:00,PL012,Residential,90,69,21,76.67,86,3,19,Bus,High,1,0,Cloudy,27.8,Weekend,19,$109.20,1
2026-04-14 06:07:00,PL010,Railway_Station,260,175,85,67.31,200,7,20,Car,Medium,0,0,Sunny,19.5,Weekday,6,$529.86,0
2026-01-30 04:38:00,PL005,Airport,500,272,228,54.4,334,42,49,Bike,Medium,0,0,Cloudy,6.4,Weekday,4,"$1,348.81",0
2025-07-16 22:20:00,PL008,Office,220,82,138,37.27,98,6,18,Truck,Low,0,0,Cloudy,29.1,Weekday,22,$245.68,0
2025-06-23 02:55:00,PL010,Railway_Station,260,92,168,35.38,109,14,13,Car,Low,0,0,Cloudy,26.6,Weekday,2,$314.82,0
2025-09-20 19:43:00,PL006,Residential,160,102,58,63.75,130,11,28,EV,Medium,0,0,Cloudy,18.9,Weekend,19,$184.41,1
2025-06-04 14:13:00,PL003,Hospital,260,134,126,51.54,163,28,24,EV,Medium,0,0,Sunny,28.8,Weekday,14,$315.31,0
2026-02-15 08:13:00,PL003,Hospital,260,166,94,63.85,184,33,8,EV,Medium,1,0,Cloudy,10,Weekend,8,$424.78,1
2025-08-30 11:46:00,PL004,Railway_Station,380,271,109,71.32,299,20,23,Car,Medium,1,0,Rainy,26.6,Weekend,11,$829.03,0
2025-09-21 18:59:00,PL010,Railway_Station,260,170,90,65.38,220,20,59,Car,High,1,0,Cloudy,20.6,Weekend,18,$622.00,1
2025-06-02 17:43:00,PL004,Railway_Station,380,278,102,73.16,358,21,85,Car,High,0,0,Sunny,30.6,Weekday,17,$869.95,1
2025-09-13 16:22:00,PL003,Hospital,260,148,112,56.92,155,18,5,Car,Medium,1,0,Rainy,15.8,Weekend,16,$319.65,0
2026-01-28 04:19:00,PL010,Railway_Station,260,103,157,39.62,129,22,18,EV,Low,1,0,Cloudy,10.4,Weekday,4,$331.32,0
2025-08-13 18:52:00,PL001,Mall,420,281,139,66.9,345,34,76,EV,High,1,0,Sunny,26.2,Weekday,18,"$1,387.85",1
2025-06-15 05:49:00,PL007,Mall,300,193,107,64.33,207,8,6,Car,Medium,1,0,Cloudy,28,Weekend,5,$630.10,0
2025-06-09 19:59:00,PL011,Airport,420,263,157,62.62,335,18,82,Car,Medium,1,0,Sunny,29.4,Weekday,19,"$1,469.99",1
2025-09-07 08:02:00,PL005,Airport,500,391,109,78.2,453,70,42,Bus,High,1,0,Sunny,20.2,Weekend,8,"$2,272.71",1
2025-09-10 13:51:00,PL003,Hospital,260,143,117,55,169,27,27,Car,Medium,0,0,Rainy,14,Weekday,13,$332.52,0
2025-11-16 12:51:00,PL005,Airport,500,348,152,69.6,436,52,67,Car,Medium,1,0,Cloudy,19.8,Weekend,12,"$1,783.04",0
2025-11-04 00:41:00,PL008,Office,220,98,122,44.55,112,12,10,Bike,Low,0,0,Cloudy,21.3,Weekday,0,$262.48,0
2026-04-13 21:24:00,PL006,Residential,160,68,92,42.5,82,9,11,Car,Low,1,0,Foggy,15.9,Weekday,21,$114.74,0
2026-05-10 20:13:00,PL001,Mall,420,271,149,64.52,336,16,97,Car,Medium,0,0,Sunny,17.7,Weekend,20,$964.14,1
2025-10-05 13:15:00,PL001,Mall,420,341,79,81.19,381,30,59,Car,High,1,0,Sunny,20.5,Weekend,13,"$1,145.48",0
2025-05-26 15:24:00,PL008,Office,220,133,87,60.45,155,11,9,Car,Medium,1,0,Sunny,16.6,Weekday,15,$412.06,0
2025-11-03 17:58:00,PL005,Airport,500,326,174,65.2,418,37,105,Bike,Medium,1,0,Sunny,18.4,Weekday,17,"$1,449.07",1
2025-09-05 21:04:00,PL009,Hospital,140,70,70,50,79,8,8,Bike,Medium,0,0,Sunny,18.6,Weekday,21,$172.50,0
2026-02-11 01:24:00,PL007,Mall,300,111,189,37,118,19,5,Car,Low,0,0,Sunny,8.4,Weekday,1,$429.19,0
2026-02-06 09:31:00,PL007,Mall,300,175,125,58.33,216,50,26,Car,Medium,0,0,Rainy,5.5,Weekday,9,$798.79,1
2025-11-10 12:50:00,PL011,Airport,420,264,156,62.86,319,46,56,Car,Medium,1,0,Cloudy,19.6,Weekday,12,"$1,147.20",0
2025-10-31 20:12:00,PL001,Mall,420,287,133,68.33,336,16,76,Car,Medium,0,0,Cloudy,17.3,Weekday,20,"$1,324.63",1
2025-08-16 01:43:00,PL002,Office,320,110,210,34.38,114,10,10,Car,Low,0,0,Sunny,29.5,Weekend,1,$343.93,0
2025-07-19 19:06:00,PL007,Mall,300,252,48,84,321,22,65,EV,High,1,0,Sunny,27.7,Weekend,19,"$1,032.02",1
2026-01-14 01:42:00,PL001,Mall,420,153,267,36.43,169,23,9,Car,Low,0,0,Sunny,11.7,Weekday,1,$486.60,0
2026-05-02 05:49:00,PL007,Mall,300,186,114,62,199,11,15,Bus,Medium,0,0,Sunny,16.4,Weekend,5,$608.55,0
2025-06-27 05:03:00,PL012,Residential,90,50,40,55.56,54,3,4,Bike,Medium,0,0,Sunny,30.9,Weekday,5,$87.21,0
2025-06-21 17:22:00,PL011,Airport,420,345,75,82.14,423,19,98,Bike,High,1,0,Sunny,30.2,Weekend,17,"$1,717.63",1
2025-06-27 19:48:00,PL007,Mall,300,207,93,69,235,16,46,Car,High,1,0,Sunny,24.4,Weekday,19,$722.30,1
2025-09-22 06:44:00,PL011,Airport,420,294,126,70,319,27,27,Car,Medium,0,0,Foggy,14.7,Weekday,6,"$1,265.16",0
2025-11-07 12:24:00,PL002,Office,320,178,142,55.62,209,30,37,Car,Medium,1,0,Rainy,16.9,Weekday,12,$503.42,0
2026-03-26 16:14:00,PL005,Airport,500,315,185,63,349,34,46,Truck,Medium,0,0,Sunny,18,Weekday,16,"$1,335.57",0
2025-09-30 06:43:00,PL005,Airport,500,339,161,67.8,357,29,21,Car,Medium,0,0,Rainy,15.9,Weekday,6,"$1,489.84",0
2025-06-07 16:12:00,PL004,Railway_Station,380,224,156,58.95,243,19,32,Bike,Medium,1,0,Sunny,28.6,Weekend,16,$765.10,0
2025-12-26 17:28:00,PL001,Mall,420,275,145,65.48,324,5,65,Car,Medium,1,0,Rainy,4.2,Weekday,17,"$1,273.01",1
2026-01-09 09:45:00,PL011,Airport,420,272,148,64.76,335,68,50,Bus,High,1,0,Sunny,14.8,Weekday,9,"$1,433.08",1
2025-06-23 23:05:00,PL009,Hospital,140,77,63,55,85,10,6,Truck,Medium,1,0,Sunny,30.7,Weekday,23,$160.90,0
2026-01-22 22:21:00,PL007,Mall,300,152,148,50.67,162,18,17,EV,Low,0,0,Rainy,8.2,Weekday,22,$612.14,0
2026-01-07 09:48:00,PL002,Office,320,229,91,71.56,266,41,4,Car,Medium,1,0,Rainy,3.3,Weekday,9,$740.37,1
2026-02-03 12:05:00,PL004,Railway_Station,380,258,122,67.89,321,49,54,EV,Medium,0,0,Sunny,9.3,Weekday,12,$793.55,0
2025-06-25 23:42:00,PL011,Airport,420,221,199,52.62,260,24,23,Bike,Medium,0,0,Cloudy,28.9,Weekday,23,"$1,075.56",0
2026-04-05 04:35:00,PL007,Mall,300,187,113,62.33,204,20,17,Car,Medium,0,0,Sunny,16.4,Weekend,4,$568.09,0
2026-03-09 18:38:00,PL007,Mall,300,198,102,66,248,18,64,Car,High,1,0,Cloudy,17.1,Weekday,18,$841.67,1
2026-03-12 05:05:00,PL011,Airport,420,264,156,62.86,285,19,30,Car,Medium,1,0,Sunny,20.5,Weekday,5,"$1,158.41",0
2026-04-17 10:27:00,PL006,Residential,160,43,117,26.88,62,29,9,Car,Low,0,0,Sunny,18.6,Weekday,10,$72.75,1
2025-05-29 16:13:00,PL007,Mall,300,200,100,66.67,213,12,19,Bike,Medium,1,0,Sunny,19,Weekday,16,$778.91,0
2026-01-28 06:14:00,PL004,Railway_Station,380,253,127,66.58,271,18,27,Car,Medium,0,0,Sunny,11.7,Weekday,6,$698.32,0
2025-08-21 19:01:00,PL004,Railway_Station,380,235,145,61.84,297,24,83,EV,Medium,0,0,Cloudy,27.2,Weekday,19,"$1,008.27",1
2025-05-26 08:53:00,PL008,Office,220,140,80,63.64,165,36,11,Car,High,0,0,Sunny,20.6,Weekday,8,$512.95,1
2026-04-27 20:44:00,PL004,Railway_Station,380,288,92,75.79,346,26,88,EV,High,1,0,Rainy,14.3,Weekday,20,"$1,055.58",1
2025-12-24 08:48:00,PL006,Residential,160,64,96,40,82,27,8,Car,Low,1,0,Cloudy,5.1,Weekday,8,$115.70,1
2026-05-11 21:40:00,PL003,Hospital,260,102,158,39.23,119,16,8,EV,Low,1,0,Sunny,19.8,Weekday,21,$217.89,0
2025-09-14 02:23:00,PL002,Office,320,69,251,21.56,94,33,11,Car,Low,0,0,Sunny,21.5,Weekend,2,$182.68,0
2025-07-08 20:01:00,PL005,Airport,500,377,123,75.4,443,30,114,Bike,Medium,1,0,Cloudy,24.6,Weekday,20,"$1,785.27",1
2025-11-01 14:44:00,PL003,Hospital,260,157,103,60.38,193,26,32,Truck,Medium,0,0,Sunny,17,Weekend,14,$359.46,0
2025-06-22 10:33:00,PL011,Airport,420,341,79,81.19,410,70,34,Car,High,1,0,Cloudy,25.7,Weekend,10,"$1,982.50",1
2026-03-11 20:49:00,PL004,Railway_Station,380,307,73,80.79,361,20,89,EV,High,1,0,Rainy,12.1,Weekday,20,"$1,046.98",1
2026-05-07 03:27:00,PL007,Mall,300,132,168,44,153,19,14,Bus,Low,1,0,Rainy,16.1,Weekday,3,$431.05,0
2025-09-01 04:54:00,PL003,Hospital,260,133,127,51.15,162,15,19,Car,Medium,1,0,Foggy,17.9,Weekday,4,$316.24,0
2026-02-27 21:39:00,PL003,Hospital,260,162,98,62.31,191,19,13,Bus,Medium,0,0,Cloudy,7,Weekday,21,$401.60,0
2025-08-16 15:57:00,PL004,Railway_Station,380,217,163,57.11,242,26,26,Car,Medium,0,0,Cloudy,25,Weekend,15,$698.61,0
2025-12-03 03:21:00,PL011,Airport,420,253,167,60.24,281,30,28,EV,Medium,1,0,Rainy,5.1,Weekday,3,"$1,263.15",0
2026-03-24 12:34:00,PL005,Airport,500,299,201,59.8,384,56,60,EV,Medium,1,0,Sunny,20.2,Weekday,12,"$1,558.22",0
2025-06-09 00:38:00,PL010,Railway_Station,260,150,110,57.69,165,12,13,Truck,Medium,1,0,Cloudy,30.6,Weekday,0,$385.71,0
2025-09-02 19:38:00,PL002,Office,320,182,138,56.88,211,12,53,Car,Medium,1,0,Sunny,14.8,Weekday,19,$636.46,1
2026-02-12 04:48:00,PL001,Mall,420,199,221,47.38,222,23,15,Car,Low,0,0,Cloudy,5,Weekday,4,$656.98,0
2026-05-08 00:13:00,PL009,Hospital,140,56,84,40,70,7,11,Car,Low,1,0,Cloudy,19.2,Weekday,0,$134.38,0
2026-01-27 09:30:00,PL006,Residential,160,46,114,28.75,65,26,9,Bus,Low,0,0,Cloudy,11.6,Weekday,9,$75.96,1
2026-05-15 06:38:00,PL006,Residential,160,65,95,40.62,68,6,7,Bus,Low,0,0,Sunny,19.7,Weekday,6,$92.24,0
2025-08-01 22:54:00,PL003,Hospital,260,128,132,49.23,149,19,16,Car,Medium,0,0,Sunny,26.8,Weekday,22,$271.33,0
2025-08-06 07:29:00,PL001,Mall,420,224,196,53.33,283,67,37,Car,Medium,0,0,Rainy,23.9,Weekday,7,$822.01,1
2025-05-28 16:53:00,PL005,Airport,500,298,202,59.6,361,32,41,Car,Medium,0,0,Foggy,16,Weekday,16,"$1,420.01",0
2025-11-17 11:16:00,PL011,Airport,420,250,170,59.52,273,20,33,Bus,Medium,1,0,Cloudy,17.1,Weekday,11,"$1,053.86",0
2026-03-15 16:03:00,PL002,Office,320,95,225,29.69,117,25,12,Bike,Low,0,0,Cloudy,16.8,Weekend,16,$297.62,0
2025-12-09 18:24:00,PL011,Airport,420,309,111,73.57,368,18,93,Car,Medium,0,0,Cloudy,7.8,Weekday,18,"$1,672.91",1
2025-08-30 13:12:00,PL003,Hospital,260,130,130,50,159,26,28,EV,Medium,0,0,Sunny,31,Weekend,13,$309.37,0
2026-04-16 00:52:00,PL006,Residential,160,92,68,57.5,99,10,7,Car,Medium,0,0,Cloudy,15.4,Weekday,0,$135.25,0
2025-08-04 13:45:00,PL001,Mall,420,273,147,65,333,39,42,Car,Medium,0,0,Sunny,30.2,Weekday,13,$876.89,0
2025-11-12 07:42:00,PL005,Airport,500,316,184,63.2,378,77,28,Bike,Medium,0,0,Sunny,17.5,Weekday,7,"$1,525.71",1
2025-10-11 13:49:00,PL002,Office,320,148,172,46.25,188,30,31,EV,Medium,0,0,Cloudy,17.2,Weekend,13,$419.80,0
2026-02-22 19:49:00,PL001,Mall,420,356,64,84.76,419,21,101,Truck,High,0,0,Cloudy,7.6,Weekend,19,"$1,577.38",1
2026-05-14 17:52:00,PL012,Residential,90,51,39,56.67,63,3,17,Bike,High,0,0,Sunny,18.6,Weekday,17,$90.68,1
2026-02-23 08:41:00,PL008,Office,220,157,63,71.36,186,29,13,Car,High,0,0,Sunny,6.3,Weekday,8,$486.21,1
2026-02-26 21:13:00,PL008,Office,220,113,107,51.36,135,20,8,Car,Medium,1,0,Cloudy,5.4,Weekday,21,$304.37,0
2026-04-06 01:38:00,PL001,Mall,420,192,228,45.71,226,28,25,Car,Low,0,0,Cloudy,16.1,Weekday,1,$574.31,0
2026-02-01 10:32:00,PL011,Airport,420,350,70,83.33,404,57,26,Bike,High,1,0,Sunny,12,Weekend,10,"$1,730.78",1
2025-10-23 20:37:00,PL005,Airport,500,366,134,73.2,474,24,124,Bike,High,0,0,Cloudy,16.9,Weekday,20,"$1,694.05",1
2025-05-23 16:19:00,PL010,Railway_Station,260,174,86,66.92,197,14,24,EV,Medium,0,0,Rainy,9.8,Weekday,16,$576.58,0
2026-01-14 06:07:00,PL001,Mall,420,252,168,60,295,29,31,Car,Medium,1,0,Rainy,7.3,Weekday,6,$981.58,0
2026-04-20 18:37:00,PL004,Railway_Station,380,282,98,74.21,345,25,78,Car,High,1,0,Cloudy,17.4,Weekday,18,$873.70,1
2025-05-23 21:44:00,PL012,Residential,90,41,49,45.56,51,6,10,Car,Medium,0,0,Rainy,13.6,Weekday,21,$69.46,0
2026-02-03 02:27:00,PL005,Airport,500,316,184,63.2,346,27,18,Car,Medium,0,0,Cloudy,8.2,Weekday,2,"$1,250.60",0
2026-01-14 15:30:00,PL011,Airport,420,287,133,68.33,314,16,28,Car,Medium,1,0,Cloudy,10.9,Weekday,15,"$1,437.23",0
2026-04-28 20:49:00,PL004,Railway_Station,380,286,94,75.26,346,21,91,Car,High,1,0,Rainy,14.7,Weekday,20,"$1,000.70",1
2025-08-29 23:19:00,PL006,Residential,160,85,75,53.12,101,12,5,Car,Medium,0,0,Sunny,28.3,Weekday,23,$151.44,0
2025-06-17 03:10:00,PL010,Railway_Station,260,117,143,45,147,17,18,Bus,Medium,0,0,Sunny,28.1,Weekday,3,$311.57,0
2025-11-11 07:54:00,PL007,Mall,300,164,136,54.67,218,60,20,Car,High,1,0,Cloudy,17,Weekday,7,$692.25,1
2025-07-11 19:32:00,PL008,Office,220,100,120,45.45,130,11,41,Car,Medium,0,0,Sunny,27.9,Weekday,19,$326.15,1
2025-08-14 09:05:00,PL003,Hospital,260,145,115,55.77,186,40,14,Car,High,1,0,Rainy,26,Weekday,9,$427.22,1
2026-04-09 00:45:00,PL002,Office,320,129,191,40.31,155,23,22,Car,Low,1,0,Sunny,22,Weekday,0,$396.58,0
2025-06-21 08:25:00,PL003,Hospital,260,132,128,50.77,161,41,12,Car,High,1,0,Sunny,28.5,Weekend,8,$348.83,1
2025-08-16 03:14:00,PL006,Residential,160,97,63,60.62,110,4,6,EV,Medium,0,0,Cloudy,25.5,Weekend,3,$191.33,0
2025-07-23 09:10:00,PL010,Railway_Station,260,183,77,70.38,225,41,29,Bike,High,1,0,Sunny,26.6,Weekday,9,$677.84,1
2026-02-12 05:48:00,PL004,Railway_Station,380,190,190,50,220,24,29,Truck,Medium,1,0,Cloudy,4.1,Weekday,5,$501.73,0
2026-01-31 01:15:00,PL006,Residential,160,118,42,73.75,129,7,10,Bus,Medium,0,0,Cloudy,6.6,Weekend,1,$212.42,0
2026-05-08 10:01:00,PL010,Railway_Station,260,165,95,63.46,209,43,23,EV,Medium,0,0,Cloudy,15.3,Weekday,10,$573.16,1
2026-01-18 13:26:00,PL003,Hospital,260,137,123,52.69,174,29,37,Car,Medium,0,0,Sunny,9.7,Weekend,13,$277.45,0
2025-12-31 17:56:00,PL011,Airport,420,266,154,63.33,334,34,86,Car,Medium,1,0,Cloudy,11.8,Weekday,17,"$1,475.15",1
2025-10-06 00:44:00,PL012,Residential,90,45,45,50,51,5,6,Bike,Medium,1,0,Cloudy,19,Weekday,0,$63.56,0
2026-04-07 17:28:00,PL001,Mall,420,282,138,67.14,349,29,91,Bike,Medium,1,0,Sunny,20.1,Weekday,17,"$1,063.64",1
2026-03-08 06:50:00,PL001,Mall,420,293,127,69.76,316,19,26,Car,Medium,0,0,Sunny,22,Weekend,6,$894.47,0
2025-09-02 02:11:00,PL001,Mall,420,245,175,58.33,262,22,22,Truck,Medium,1,0,Sunny,16.1,Weekday,2,$933.98,0
2025-07-23 14:37:00,PL009,Hospital,140,91,49,65,100,9,16,Car,Medium,0,0,Sunny,31.9,Weekday,14,$203.95,0
2025-05-30 10:41:00,PL002,Office,320,253,67,79.06,280,40,14,Car,Medium,1,0,Cloudy,19.5,Weekday,10,$719.64,1
2025-12-01 15:23:00,PL008,Office,220,140,80,63.64,162,17,11,Car,Medium,1,0,Cloudy,6.3,Weekday,15,$427.84,0
2025-09-19 06:16:00,PL005,Airport,500,317,183,63.4,355,33,26,Car,Medium,0,0,Rainy,17.3,Weekday,6,"$1,648.35",0
2026-04-14 02:42:00,PL010,Railway_Station,260,119,141,45.77,135,15,11,Car,Low,0,0,Sunny,15.1,Weekday,2,$353.74,0
2025-08-26 11:05:00,PL010,Railway_Station,260,129,131,49.62,144,13,20,Car,Medium,1,0,Sunny,27.9,Weekday,11,$411.41,0
2025-06-05 09:39:00,PL012,Residential,90,28,62,31.11,43,14,5,Car,Low,0,0,Sunny,33.2,Weekday,9,$54.27,1
2025-12-21 10:19:00,PL003,Hospital,260,138,122,53.08,170,44,18,Car,High,1,0,Cloudy,7.3,Weekend,10,$317.75,1
2025-12-31 02:46:00,PL003,Hospital,260,144,116,55.38,156,8,10,Car,Medium,1,0,Cloudy,6.7,Weekday,2,$309.42,0
2026-05-08 18:37:00,PL001,Mall,420,294,126,70,351,28,77,Car,High,1,0,Cloudy,14.8,Weekday,18,"$1,344.94",1
2025-09-13 02:48:00,PL005,Airport,500,394,106,78.8,443,27,40,Car,Medium,1,0,Rainy,16.1,Weekend,2,"$1,610.31",0
2026-01-12 04:40:00,PL005,Airport,500,317,183,63.4,349,31,36,Car,Medium,0,0,Sunny,7.1,Weekday,4,"$1,372.92",0
2025-05-25 06:30:00,PL012,Residential,90,43,47,47.78,54,6,8,Car,Medium,0,0,Sunny,16.6,Weekend,6,$61.74,0
2026-05-02 01:11:00,PL010,Railway_Station,260,148,112,56.92,163,13,11,Car,Medium,1,0,Cloudy,20,Weekend,1,$482.22,0
2025-08-26 03:12:00,PL002,Office,320,153,167,47.81,167,15,12,Car,Low,1,0,Sunny,27.2,Weekday,3,$381.85,0
2025-11-29 14:23:00,PL010,Railway_Station,260,165,95,63.46,194,26,30,Car,Medium,0,0,Cloudy,12.9,Weekend,14,$457.18,0
2025-12-17 17:19:00,PL002,Office,320,193,127,60.31,245,20,52,Car,High,1,0,Cloudy,7,Weekday,17,$608.55,1
2025-12-18 12:31:00,PL001,Mall,420,268,152,63.81,314,46,41,Car,Medium,1,0,Cloudy,10.1,Weekday,12,$818.03,0
2025-09-10 20:11:00,PL010,Railway_Station,260,157,103,60.38,190,14,48,Car,Medium,0,0,Sunny,17,Weekday,20,$490.08,1
2026-05-11 08:16:00,PL012,Residential,90,27,63,30,36,17,4,Bike,Low,1,0,Cloudy,15.7,Weekday,8,$53.70,1
2025-10-28 05:22:00,PL001,Mall,420,190,230,45.24,209,15,23,Bike,Low,0,0,Cloudy,22.2,Weekday,5,$681.72,0
2025-11-29 14:50:00,PL010,Railway_Station,260,192,68,73.85,240,26,37,Car,High,1,0,Rainy,17.9,Weekend,14,$527.41,0
2026-05-08 01:58:00,PL010,Railway_Station,260,122,138,46.92,153,24,20,Car,Medium,0,0,Cloudy,15.7,Weekday,1,$339.71,0
2026-04-19 15:19:00,PL002,Office,320,134,186,41.88,157,17,13,Car,Low,1,0,Foggy,16.3,Weekend,15,$336.78,0
2025-06-26 09:26:00,PL003,Hospital,260,123,137,47.31,156,46,10,Car,Medium,1,0,Sunny,29.9,Weekday,9,$292.33,1
2026-01-23 07:15:00,PL008,Office,220,169,51,76.82,207,36,16,Car,High,1,0,Rainy,2.8,Weekday,7,$554.18,1
2025-10-26 12:37:00,PL010,Railway_Station,260,183,77,70.38,224,22,32,Car,Medium,0,0,Cloudy,16.6,Weekend,12,$567.79,0
2026-04-16 05:07:00,PL004,Railway_Station,380,174,206,45.79,223,39,26,Bus,Medium,0,0,Cloudy,18.1,Weekday,5,$599.21,0
2026-01-08 17:20:00,PL002,Office,320,155,165,48.44,198,12,53,Car,Medium,1,0,Rainy,3.5,Weekday,17,$573.59,1
2026-02-26 14:20:00,PL007,Mall,300,176,124,58.67,216,22,27,Bike,Medium,0,0,Cloudy,7.6,Weekday,14,$551.12,0
2026-02-27 04:28:00,PL008,Office,220,95,125,43.18,105,11,11,Bike,Low,0,0,Cloudy,3.5,Weekday,4,$291.10,0
2026-05-19 13:59:00,PL006,Residential,160,77,83,48.12,94,16,12,Car,Medium,1,0,Rainy,17.8,Weekday,13,$131.35,0
2025-09-14 21:46:00,PL002,Office,320,98,222,30.63,118,13,13,Car,Low,0,0,Sunny,24.7,Weekend,21,$279.88,0
2025-06-30 21:57:00,PL010,Railway_Station,260,154,106,59.23,176,13,15,EV,Medium,0,0,Sunny,30.1,Weekday,21,$506.33,0
2026-04-03 22:09:00,PL007,Mall,300,115,185,38.33,132,7,14,EV,Low,0,0,Foggy,14.7,Weekday,22,$424.94,0
2025-11-12 15:18:00,PL011,Airport,420,295,125,70.24,342,28,47,Car,Medium,1,0,Cloudy,12.7,Weekday,15,"$1,185.39",0
2026-01-14 19:44:00,PL011,Airport,420,299,121,71.19,359,27,92,Bus,Medium,1,0,Cloudy,9.2,Weekday,19,"$1,587.31",1
2025-11-10 21:38:00,PL010,Railway_Station,260,169,91,65,194,18,16,Car,Medium,0,0,Cloudy,19.7,Weekday,21,$565.49,0
2025-09-16 00:43:00,PL012,Residential,90,52,38,57.78,62,7,6,Bike,Medium,0,0,Sunny,20.2,Weekday,0,$87.83,0
2025-10-17 19:07:00,PL012,Residential,90,53,37,58.89,61,3,16,Car,Medium,1,0,Sunny,22.1,Weekday,19,$105.12,1
2026-04-09 13:47:00,PL007,Mall,300,150,150,50,190,29,22,Car,Medium,0,0,Cloudy,17.9,Weekday,13,$459.44,0
2025-10-25 09:15:00,PL008,Office,220,121,99,55,150,35,15,Car,High,1,0,Rainy,14.8,Weekend,9,$361.79,1
2025-06-03 11:41:00,PL008,Office,220,121,99,55,133,9,16,EV,Medium,0,0,Sunny,25.6,Weekday,11,$400.46,0
2026-04-16 08:52:00,PL007,Mall,300,170,130,56.67,197,40,11,Car,Medium,0,0,Cloudy,17.6,Weekday,8,$756.34,1
2025-12-13 01:48:00,PL001,Mall,420,243,177,57.86,274,16,26,Truck,Medium,0,0,Rainy,3.3,Weekend,1,$872.26,0
2025-08-18 11:09:00,PL004,Railway_Station,380,192,188,50.53,213,23,21,Bike,Medium,0,0,Sunny,30.6,Weekday,11,$631.68,0
2025-11-09 00:24:00,PL001,Mall,420,239,181,56.9,267,26,21,Car,Medium,0,0,Sunny,23,Weekend,0,$784.26,0
2025-12-17 15:36:00,PL004,Railway_Station,380,239,141,62.89,267,19,32,Car,Medium,0,0,Foggy,10.8,Weekday,15,$693.83,0
2025-12-23 10:04:00,PL001,Mall,420,224,196,53.33,279,75,20,Car,High,1,0,Foggy,3,Weekday,10,$783.11,1
2026-01-23 17:14:00,PL011,Airport,420,280,140,66.67,337,24,79,Truck,Medium,0,0,Sunny,12,Weekday,17,"$1,353.13",1
2025-08-28 17:50:00,PL005,Airport,500,314,186,62.8,403,40,98,Car,High,1,0,Cloudy,29.2,Weekday,17,"$1,385.29",1
2026-02-21 20:20:00,PL002,Office,320,112,208,35,154,16,51,Car,Low,0,0,Cloudy,8.3,Weekend,20,$411.74,1
2025-12-21 01:27:00,PL007,Mall,300,186,114,62,215,14,19,Car,Medium,0,0,Sunny,8.8,Weekend,1,$555.52,0
2025-09-06 17:47:00,PL002,Office,320,119,201,37.19,159,9,52,EV,Low,0,0,Sunny,16,Weekend,17,$361.89,1
2025-07-31 16:48:00,PL010,Railway_Station,260,130,130,50,138,8,12,EV,Low,1,0,Sunny,29,Weekday,16,$430.76,0
2026-01-20 22:12:00,PL004,Railway_Station,380,174,206,45.79,193,29,25,Car,Low,1,0,Sunny,11.1,Weekday,22,$596.41,0
2026-03-08 07:56:00,PL004,Railway_Station,380,325,55,85.53,376,54,32,Car,High,1,1,Rainy,15.9,Weekend,7,"$1,092.04",1
2026-04-09 05:49:00,PL011,Airport,420,296,124,70.48,319,29,26,Bike,Medium,1,0,Rainy,14,Weekday,5,"$1,542.44",0
2025-09-09 16:00:00,PL006,Residential,160,71,89,44.38,81,16,8,Bike,Low,0,0,Foggy,18.1,Weekday,16,$106.41,0
